Date Purchased,Quantity,Player,Year,Set,Variation,Number,Category,Condition,Investment,Estimated Value,Ladder ID,Notes,Date Sold,Sold Price,Image
08/23/2026,1,Player 130,2021,Topps Chrome,,130,Baseball,Raw,5.0,15.0,,8492-130,,,
08/23/2026,1,Player 131,2021,Topps Chrome,,131,Baseball,Raw,5.0,15.0,,8492-131,,,
08/23/2026,1,Player 132,2021,Topps Chrome,,132,Baseball,Raw,5.0,15.0,,8492-132,,,
08/23/2026,1,Player 133,2021,Topps Chrome,,133,Baseball,Raw,5.0,15.0,,8492-133,,,
08/23/2026,1,Player 134,2021,Topps Chrome,,134,Baseball,Raw,5.0,15.0,,8492-134,,,
08/23/2026,1,Player 135,2021,Topps Chrome,,135,Baseball,Raw,5.0,15.0,,8492-135,,,
08/23/2026,1,Player 136,2021,Topps Chrome,,136,Baseball,Raw,5.0,15.0,,8492-136,,,
08/23/2026,1,Player 137,2021,Topps Chrome,,137,Baseball,Raw,5.0,15.0,,8492-137,,,
08/23/2026,1,Player 138,2021,Topps Chrome,,138,Baseball,Raw,5.0,15.0,,8492-138,,,
08/23/2026,1,Player 139,2021,Topps Chrome,,139,Baseball,Raw,5.0,15.0,,8492-139,,,
08/23/2026,1,Player 140,2021,Topps Chrome,,140,Baseball,Raw,5.0,15.0,,8492-140,,,
08/23/2026,1,Player 141,2021,Topps Chrome,,141,Baseball,Raw,5.0,15.0,,8492-141,,,
08/23/2026,1,Player 142,2021,Topps Chrome,,142,Baseball,Raw,5.0,15.0,,8492-142,,,
08/23/2026,1,Player 143,2021,Topps Chrome,,143,Baseball,Raw,5.0,15.0,,8492-143,,,
08/23/2026,1,Player 144,2021,Topps Chrome,,144,Baseball,Raw,5.0,15.0,,8492-144,,,
08/23/2026,1,Player 145,2021,Topps Chrome,,145,Baseball,Raw,5.0,15.0,,8492-145,,,
08/23/2026,1,Player 146,2021,Topps Chrome,,146,Baseball,Raw,5.0,15.0,,8492-146,,,
08/23/2026,1,Player 147,2021,Topps Chrome,,147,Baseball,Raw,5.0,15.0,,8492-147,,,
08/23/2026,1,Player 148,2021,Topps Chrome,,148,Baseball,Raw,5.0,15.0,,8492-148,,,
08/23/2026,1,Player 149,2021,Topps Chrome,,149,Baseball,Raw,5.0,15.0,,8492-149,,,
08/23/2026,1,Player 150,2021,Topps Chrome,,150,Baseball,Raw,5.0,15.0,,8492-150,,,
08/23/2026,1,Player 151,2021,Topps Chrome,,151,Baseball,Raw,5.0,15.0,,8492-151,,,
08/23/2026,1,Player 152,2021,Topps Chrome,,152,Baseball,Raw,5.0,15.0,,8492-152,,,
08/23/2026,1,Player 153,2021,Topps Chrome,,153,Baseball,Raw,5.0,15.0,,8492-153,,,
08/23/2026,1,Player 154,2021,Topps Chrome,,154,Baseball,Raw,5.0,15.0,,8492-154,,,
08/23/2026,1,Player 155,2021,Topps Chrome,,155,Baseball,Raw,5.0,15.0,,8492-155,,,
08/23/2026,1,Player 156,2021,Topps Chrome,,156,Baseball,Raw,5.0,15.0,,8492-156,,,
08/23/2026,1,Player 157,2021,Topps Chrome,,157,Baseball,Raw,5.0,15.0,,8492-157,,,
08/23/2026,1,Player 158,2021,Topps Chrome,,158,Baseball,Raw,5.0,15.0,,8492-158,,,
08/23/2026,1,Player 159,2021,Topps Chrome,,159,Baseball,Raw,5.0,15.0,,8492-159,,,
08/23/2026,1,Player 160,2021,Topps Chrome,,160,Baseball,Raw,5.0,15.0,,8492-160,,,
08/23/2026,1,Player 161,2021,Topps Chrome,,161,Baseball,Raw,5.0,15.0,,8492-161,,,
08/23/2026,1,Player 162,2021,Topps Chrome,,162,Baseball,Raw,5.0,15.0,,8492-162,,,
08/23/2026,1,Player 163,2021,Topps Chrome,,163,Baseball,Raw,5.0,15.0,,8492-163,,,
08/23/2026,1,Player 164,2021,Topps Chrome,,164,Baseball,Raw,5.0,15.0,,8492-164,,,
08/23/2026,1,Player 165,2021,Topps Chrome,,165,Baseball,Raw,5.0,15.0,,8492-165,,,
08/23/2026,1,Player 166,2021,Topps Chrome,,166,Baseball,Raw,5.0,15.0,,8492-166,,,
08/23/2026,1,Player 167,2021,Topps Chrome,,167,Baseball,Raw,5.0,15.0,,8492-167,,,
08/23/2026,1,Player 168,2021,Topps Chrome,,168,Baseball,Raw,5.0,15.0,,8492-168,,,
08/23/2026,1,Player 169,2021,Topps Chrome,,169,Baseball,Raw,5.0,15.0,,8492-169,,,
08/23/2026,1,Player 170,2021,Topps Chrome,,170,Baseball,Raw,5.0,15.0,,8492-170,,,
08/23/2026,1,Player 171,2021,Topps Chrome,,171,Baseball,Raw,5.0,15.0,,8492-171,,,
08/23/2026,1,Player 172,2021,Topps Chrome,,172,Baseball,Raw,5.0,15.0,,8492-172,,,
08/23/2026,1,Player 173,2021,Topps Chrome,,173,Baseball,Raw,5.0,15.0,,8492-173,,,
08/23/2026,1,Player 174,2021,Topps Chrome,,174,Baseball,Raw,5.0,15.0,,8492-174,,,
08/23/2026,1,Player 175,2021,Topps Chrome,,175,Baseball,Raw,5.0,15.0,,8492-175,,,
08/23/2026,1,Player 176,2021,Topps Chrome,,176,Baseball,Raw,5.0,15.0,,8492-176,,,
08/23/2026,1,Player 177,2021,Topps Chrome,,177,Baseball,Raw,5.0,15.0,,8492-177,,,
08/23/2026,1,Player 178,2021,Topps Chrome,,178,Baseball,Raw,5.0,15.0,,8492-178,,,
08/23/2026,1,Player 179,2021,Topps Chrome,,179,Baseball,Raw,5.0,15.0,,8492-179,,,
08/23/2026,1,Player 180,2021,Topps Chrome,,180,Baseball,Raw,5.0,15.0,,8492-180,,,
08/23/2026,1,Player 181,2021,Topps Chrome,,181,Baseball,Raw,5.0,15.0,,8492-181,,,
08/23/2026,1,Player 182,2021,Topps Chrome,,182,Baseball,Raw,5.0,15.0,,8492-182,,,
08/23/2026,1,Player 183,2021,Topps Chrome,,183,Baseball,Raw,5.0,15.0,,8492-183,,,
08/23/2026,1,Player 184,2021,Topps Chrome,,184,Baseball,Raw,5.0,15.0,,8492-184,,,
08/23/2026,1,Player 185,2021,Topps Chrome,,185,Baseball,Raw,5.0,15.0,,8492-185,,,
08/23/2026,1,Player 186,2021,Topps Chrome,,186,Baseball,Raw,5.0,15.0,,8492-186,,,
08/23/2026,1,Player 187,2021,Topps Chrome,,187,Baseball,Raw,5.0,15.0,,8492-187,,,
08/23/2026,1,Player 188,2021,Topps Chrome,,188,Baseball,Raw,5.0,15.0,,8492-188,,,
08/23/2026,1,Player 189,2021,Topps Chrome,,189,Baseball,Raw,5.0,15.0,,8492-189,,,
08/23/2026,1,Player 190,2021,Topps Chrome,,190,Baseball,Raw,5.0,15.0,,8492-190,,,
08/23/2026,1,Player 191,2021,Topps Chrome,,191,Baseball,Raw,5.0,15.0,,8492-191,,,
08/23/2026,1,Player 192,2021,Topps Chrome,,192,Baseball,Raw,5.0,15.0,,8492-192,,,
08/23/2026,1,Player 193,2021,Topps Chrome,,193,Baseball,Raw,5.0,15.0,,8492-193,,,
08/23/2026,1,Player 194,2021,Topps Chrome,,194,Baseball,Raw,5.0,15.0,,8492-194,,,
08/23/2026,1,Player 195,2021,Topps Chrome,,195,Baseball,Raw,5.0,15.0,,8492-195,,,
08/23/2026,1,Player 196,2021,Topps Chrome,,196,Baseball,Raw,5.0,15.0,,8492-196,,,
08/23/2026,1,Player 197,2021,Topps Chrome,,197,Baseball,Raw,5.0,15.0,,8492-197,,,
08/23/2026,1,Player 198,2021,Topps Chrome,,198,Baseball,Raw,5.0,15.0,,8492-198,,,
08/23/2026,1,Player 199,2021,Topps Chrome,,199,Baseball,Raw,5.0,15.0,,8492-199,,,
08/23/2026,1,Player 200,2021,Topps Chrome,,200,Baseball,Raw,5.0,15.0,,8492-200,,,
08/23/2026,1,Player 201,2021,Topps Chrome,,201,Baseball,Raw,5.0,15.0,,8492-201,,,
08/23/2026,1,Player 202,2021,Topps Chrome,,202,Baseball,Raw,5.0,15.0,,8492-202,,,
08/23/2026,1,Player 203,2021,Topps Chrome,,203,Baseball,Raw,5.0,15.0,,8492-203,,,
08/23/2026,1,Player 204,2021,Topps Chrome,,204,Baseball,Raw,5.0,15.0,,8492-204,,,
08/23/2026,1,Player 205,2021,Topps Chrome,,205,Baseball,Raw,5.0,15.0,,8492-205,,,
08/23/2026,1,Player 206,2021,Topps Chrome,,206,Baseball,Raw,5.0,15.0,,8492-206,,,
08/23/2026,1,Player 207,2021,Topps Chrome,,207,Baseball,Raw,5.0,15.0,,8492-207,,,
08/23/2026,1,Player 208,2021,Topps Chrome,,208,Baseball,Raw,5.0,15.0,,8492-208,,,
08/23/2026,1,Player 209,2021,Topps Chrome,,209,Baseball,Raw,5.0,15.0,,8492-209,,,
08/23/2026,1,Player 210,2021,Topps Chrome,,210,Baseball,Raw,5.0,15.0,,8492-210,,,
08/23/2026,1,Player 211,2021,Topps Chrome,,211,Baseball,Raw,5.0,15.0,,8492-211,,,
08/23/2026,1,Player 212,2021,Topps Chrome,,212,Baseball,Raw,5.0,15.0,,8492-212,,,
08/23/2026,1,Player 213,2021,Topps Chrome,,213,Baseball,Raw,5.0,15.0,,8492-213,,,
08/23/2026,1,Player 214,2021,Topps Chrome,,214,Baseball,Raw,5.0,15.0,,8492-214,,,
08/23/2026,1,Player 215,2021,Topps Chrome,,215,Baseball,Raw,5.0,15.0,,8492-215,,,
08/23/2026,1,Player 216,2021,Topps Chrome,,216,Baseball,Raw,5.0,15.0,,8492-216,,,
08/23/2026,1,Player 217,2021,Topps Chrome,,217,Baseball,Raw,5.0,15.0,,8492-217,,,
08/23/2026,1,Player 218,2021,Topps Chrome,,218,Baseball,Raw,5.0,15.0,,8492-218,,,
08/23/2026,1,Player 219,2021,Topps Chrome,,219,Baseball,Raw,5.0,15.0,,8492-219,,,
08/23/2026,1,Player 220,2021,Topps Chrome,,220,Baseball,Raw,5.0,15.0,,8492-220,,,
08/23/2026,1,Player 221,2021,Topps Chrome,,221,Baseball,Raw,5.0,15.0,,8492-221,,,
08/23/2026,1,Player 222,2021,Topps Chrome,,222,Baseball,Raw,5.0,15.0,,8492-222,,,
08/23/2026,1,Player 223,2021,Topps Chrome,,223,Baseball,Raw,5.0,15.0,,8492-223,,,
08/23/2026,1,Player 224,2021,Topps Chrome,,224,Baseball,Raw,5.0,15.0,,8492-224,,,
08/23/2026,1,Player 225,2021,Topps Chrome,,225,Baseball,Raw,5.0,15.0,,8492-225,,,
08/23/2026,1,Player 226,2021,Topps Chrome,,226,Baseball,Raw,5.0,15.0,,8492-226,,,
08/23/2026,1,Player 227,2021,Topps Chrome,,227,Baseball,Raw,5.0,15.0,,8492-227,,,
08/23/2026,1,Player 228,2021,Topps Chrome,,228,Baseball,Raw,5.0,15.0,,8492-228,,,
08/23/2026,1,Player 229,2021,Topps Chrome,,229,Baseball,Raw,5.0,15.0,,8492-229,,,
08/23/2026,1,Player 230,2021,Topps Chrome,,230,Baseball,Raw,5.0,15.0,,8492-230,,,
08/23/2026,1,Player 231,2021,Topps Chrome,,231,Baseball,Raw,5.0,15.0,,8492-231,,,
08/23/2026,1,Player 232,2021,Topps Chrome,,232,Baseball,Raw,5.0,15.0,,8492-232,,,
08/23/2026,1,Player 233,2021,Topps Chrome,,233,Baseball,Raw,5.0,15.0,,8492-233,,,
08/23/2026,1,Player 234,2021,Topps Chrome,,234,Baseball,Raw,5.0,15.0,,8492-234,,,
08/23/2026,1,Player 235,2021,Topps Chrome,,235,Baseball,Raw,5.0,15.0,,8492-235,,,
08/23/2026,1,Player 236,2021,Topps Chrome,,236,Baseball,Raw,5.0,15.0,,8492-236,,,
08/23/2026,1,Player 237,2021,Topps Chrome,,237,Baseball,Raw,5.0,15.0,,8492-237,,,
08/23/2026,1,Player 238,2021,Topps Chrome,,238,Baseball,Raw,5.0,15.0,,8492-238,,,
08/23/2026,1,Player 239,2021,Topps Chrome,,239,Baseball,Raw,5.0,15.0,,8492-239,,,
08/23/2026,1,Player 240,2021,Topps Chrome,,240,Baseball,Raw,5.0,15.0,,8492-240,,,
08/23/2026,1,Player 241,2021,Topps Chrome,,241,Baseball,Raw,5.0,15.0,,8492-241,,,
08/23/2026,1,Player 242,2021,Topps Chrome,,242,Baseball,Raw,5.0,15.0,,8492-242,,,
08/23/2026,1,Player 243,2021,Topps Chrome,,243,Baseball,Raw,5.0,15.0,,8492-243,,,
08/23/2026,1,Player 244,2021,Topps Chrome,,244,Baseball,Raw,5.0,15.0,,8492-244,,,
08/23/2026,1,Player 245,2021,Topps Chrome,,245,Baseball,Raw,5.0,15.0,,8492-245,,,
08/23/2026,1,Player 246,2021,Topps Chrome,,246,Baseball,Raw,5.0,15.0,,8492-246,,,
08/23/2026,1,Player 247,2021,Topps Chrome,,247,Baseball,Raw,5.0,15.0,,8492-247,,,
08/23/2026,1,Player 248,2021,Topps Chrome,,248,Baseball,Raw,5.0,15.0,,8492-248,,,
08/23/2026,1,Player 249,2021,Topps Chrome,,249,Baseball,Raw,5.0,15.0,,8492-249,,,
08/23/2026,1,Player 250,2021,Topps Chrome,,250,Baseball,Raw,5.0,15.0,,8492-250,,,
08/23/2026,1,Player 251,2021,Topps Chrome,,251,Baseball,Raw,5.0,15.0,,8492-251,,,
08/23/2026,1,Player 252,2021,Topps Chrome,,252,Baseball,Raw,5.0,15.0,,8492-252,,,
08/23/2026,1,Player 253,2021,Topps Chrome,,253,Baseball,Raw,5.0,15.0,,8492-253,,,
08/23/2026,1,Player 254,2021,Topps Chrome,,254,Baseball,Raw,5.0,15.0,,8492-254,,,
08/23/2026,1,Player 255,2021,Topps Chrome,,255,Baseball,Raw,5.0,15.0,,8492-255,,,
08/23/2026,1,Player 256,2021,Topps Chrome,,256,Baseball,Raw,5.0,15.0,,8492-256,,,
